suggested_carbs,suggested_protein,suggested_fat
350.6755540640885,74.13441134062866,61.36245371641921
178.92456162504996,130.25054869181702,64.57927516517853
117.02839325900396,50.87077693113048,91.66488223707847
338.68578696073354,64.92208828001003,59.94005260387853
260.7834088728324,66.09189193276399,77.49058408258861
349.78465573447187,139.5870617920338,89.69380081060024
326.0982169300853,146.85433057909677,63.538633709533066
273.2334228955772,148.1630527849435,82.834352031728
117.63061341931846,117.4787259729504,67.61508447704426
396.0183457150783,58.5431703152107,63.65646072760115
283.3778474906527,104.46168435182165,80.60980656136473
310.88343874904854,55.64401473029328,91.76403403672568
366.38843527745286,53.203724466731,82.8845113523025
165.09740004020335,98.4426705248072,48.0387962824649
304.4703773006916,75.94122461369125,97.91130161484628
275.16864802239996,73.34043453541116,93.07693304750585
269.91471952717933,68.24387388459019,61.95040966775248
367.09819983061794,66.33147331601708,67.30459845994369
171.26666889334638,83.78998448527946,96.53932106222997
107.67071856996012,79.39087030984409,66.07366117259551
291.11005772662503,62.17009541836855,73.2508760712376
294.6731659920241,84.18454251984717,62.950968729425185
270.3784986176196,87.08048635861753,64.71351997958585
308.1149098995659,65.56083056101522,58.15887997622681
189.18109170236306,75.15866205867803,52.06516440170081
238.87844495122522,122.70761049605731,55.38909578380962
273.0435200749622,104.42963076207401,58.1675039529198
106.96381293488453,143.34283674701476,93.9949594693824
123.55435003243683,88.41960329488359,71.34733426946934
256.6113901145604,111.70702354641188,75.4895102465703
132.46916677350148,131.6968131628713,63.36033657936987
200.53160327151963,148.81940538883038,87.01255669421943
123.86435043596838,113.62199788810686,74.31639981023169
342.99469148062167,131.3734966697712,91.33084781945146
227.1795292496355,105.26551610539838,91.73600264313674
146.82105857475685,50.861644941349546,43.347547332891544
168.92712055403317,75.7974049041722,60.73095655457482
245.3167736923185,109.11096112484381,52.86082249123346
166.88517798734466,61.132185651882075,53.638701816628966
241.6768829976933,135.37010075589006,67.44347122411165
232.45253268698247,62.39414881137755,87.7260735487566
197.00485585868398,69.79811115097935,57.811625472439026
116.1831879072824,145.1998361116334,42.31170726277897
269.2426382615839,82.61072989992213,62.45804683213028
248.1773422123769,135.80674235164085,61.060147631469505
377.3163101384831,67.42978772452634,47.115569318696814
175.07294527298143,69.96161779996191,81.83364805321803
125.62070868814172,78.99358217121602,64.17008685930472
153.42887243451628,108.09315828018546,74.2826592714938
180.68253801913488,141.74932054451187,46.5816386706465
134.04056218950993,101.47481437883818,92.84804399039459
347.23062028079556,122.4793267893689,49.89471329393214
122.24636712983641,98.65103417714263,54.592120017650196
209.06214784099944,131.14659249013786,92.64227322199262
180.02034324496333,102.66552210864357,61.12630497386185
175.17290961785005,70.10734810878125,43.50430953928827
136.358783231856,97.63100542744832,82.63268542874528
170.35805875407846,51.83166787613277,62.48144444650386
174.13048330254566,135.14930556908348,94.3084737172065
223.64654137991778,93.53514152820252,42.78880173913092
115.91617826714369,80.48392942049199,79.64368288282448
219.88500901248122,50.98850916767277,88.42168860871038
245.0738684757492,141.45881605401667,85.56175581093055
367.7823679417229,62.59923567771507,40.712156343535156
103.98502660522185,78.67200079881611,53.04361589604497
159.7431197311053,144.0633938884991,40.228908890708354
304.8160676022354,76.55488464426995,85.03138680368414
192.82171336567248,117.12280695656293,95.54510212713222
147.3914724097245,117.51881168288479,99.81862481127287
169.97194569527733,75.03523302505644,83.07326193138123
310.74307733873815,67.04301570708631,63.52172847171781
327.9248012422179,105.89905802252107,96.67532456934421
379.8560904022413,56.464233190312726,57.80596840958191
152.03159528449487,113.59223283495825,80.83884720674575
232.93706349751488,124.21671084336555,62.726934260043095
179.99107008587134,72.03345262189573,46.07061344659458
116.17793886132375,86.40844897048365,88.57484564712867
396.5282090500175,103.31366810073897,47.96123649594811
387.5081606466317,98.79014979566465,88.69209355595697
335.6963712862696,139.0141953249526,81.05665882503115
